,CALENDAR_DATE,YEAR,MONTH_OF_THE_YEAR,DAY_OF_THE_MONTH,WEEK_OF_THE_YEAR,YEAR_QUARTER 
2409,2005-08-06,2005,8,6,31,3
2410,2005-08-07,2005,8,7,31,3
2411,2005-08-08,2005,8,8,32,3
2412,2005-08-09,2005,8,9,32,3
2413,2005-08-10,2005,8,10,32,3
2414,2005-08-11,2005,8,11,32,3
2415,2005-08-12,2005,8,12,32,3
2416,2005-08-13,2005,8,13,32,3
2417,2005-08-14,2005,8,14,32,3
2418,2005-08-15,2005,8,15,33,3
2419,2005-08-16,2005,8,16,33,3
2420,2005-08-17,2005,8,17,33,3
2421,2005-08-18,2005,8,18,33,3
2422,2005-08-19,2005,8,19,33,3
2423,2005-08-20,2005,8,20,33,3
2424,2005-08-21,2005,8,21,33,3
2425,2005-08-22,2005,8,22,34,3
2426,2005-08-23,2005,8,23,34,3
2427,2005-08-24,2005,8,24,34,3
2428,2005-08-25,2005,8,25,34,3
2429,2005-08-26,2005,8,26,34,3
2430,2005-08-27,2005,8,27,34,3
2431,2005-08-28,2005,8,28,34,3
2432,2005-08-29,2005,8,29,35,3
2433,2005-08-30,2005,8,30,35,3
2434,2005-08-31,2005,8,31,35,3
2435,2005-09-01,2005,9,1,35,3
2436,2005-09-02,2005,9,2,35,3
2437,2005-09-03,2005,9,3,35,3
2438,2005-09-04,2005,9,4,35,3
2439,2005-09-05,2005,9,5,36,3
2440,2005-09-06,2005,9,6,36,3
2441,2005-09-07,2005,9,7,36,3
2442,2005-09-08,2005,9,8,36,3
2443,2005-09-09,2005,9,9,36,3
2444,2005-09-10,2005,9,10,36,3
2445,2005-09-11,2005,9,11,36,3
2446,2005-09-12,2005,9,12,37,3
2447,2005-09-13,2005,9,13,37,3
2448,2005-09-14,2005,9,14,37,3
2449,2005-09-15,2005,9,15,37,3
2450,2005-09-16,2005,9,16,37,3
2451,2005-09-17,2005,9,17,37,3
2452,2005-09-18,2005,9,18,37,3
2453,2005-09-19,2005,9,19,38,3
2454,2005-09-20,2005,9,20,38,3
2455,2005-09-21,2005,9,21,38,3
2456,2005-09-22,2005,9,22,38,3
2457,2005-09-23,2005,9,23,38,3
2458,2005-09-24,2005,9,24,38,3
2459,2005-09-25,2005,9,25,38,3
2460,2005-09-26,2005,9,26,39,3
2461,2005-09-27,2005,9,27,39,3
2462,2005-09-28,2005,9,28,39,3
2463,2005-09-29,2005,9,29,39,3
2464,2005-09-30,2005,9,30,39,3
2465,2005-10-01,2005,10,1,39,4
2466,2005-10-02,2005,10,2,39,4
2467,2005-10-03,2005,10,3,40,4
2468,2005-10-04,2005,10,4,40,4
2469,2005-10-05,2005,10,5,40,4
2470,2005-10-06,2005,10,6,40,4
2471,2005-10-07,2005,10,7,40,4
2472,2005-10-08,2005,10,8,40,4
2473,2005-10-09,2005,10,9,40,4
2474,2005-10-10,2005,10,10,41,4
2475,2005-10-11,2005,10,11,41,4
2476,2005-10-12,2005,10,12,41,4
2477,2005-10-13,2005,10,13,41,4
2478,2005-10-14,2005,10,14,41,4
2479,2005-10-15,2005,10,15,41,4
2480,2005-10-16,2005,10,16,41,4
2481,2005-10-17,2005,10,17,42,4
2482,2005-10-18,2005,10,18,42,4
2483,2005-10-19,2005,10,19,42,4
2484,2005-10-20,2005,10,20,42,4
2485,2005-10-21,2005,10,21,42,4
2486,2005-10-22,2005,10,22,42,4
2487,2005-10-23,2005,10,23,42,4
2488,2005-10-24,2005,10,24,43,4
2489,2005-10-25,2005,10,25,43,4
2490,2005-10-26,2005,10,26,43,4
2491,2005-10-27,2005,10,27,43,4
2492,2005-10-28,2005,10,28,43,4
2493,2005-10-29,2005,10,29,43,4
2494,2005-10-30,2005,10,30,43,4
2495,2005-10-31,2005,10,31,44,4
2496,2005-11-01,2005,11,1,44,4
2497,2005-11-02,2005,11,2,44,4
2498,2005-11-03,2005,11,3,44,4
2499,2005-11-04,2005,11,4,44,4
2500,2005-11-05,2005,11,5,44,4
2501,2005-11-06,2005,11,6,44,4
2502,2005-11-07,2005,11,7,45,4
2503,2005-11-08,2005,11,8,45,4
2504,2005-11-09,2005,11,9,45,4
2505,2005-11-10,2005,11,10,45,4
2506,2005-11-11,2005,11,11,45,4
2507,2005-11-12,2005,11,12,45,4
2508,2005-11-13,2005,11,13,45,4
2509,2005-11-14,2005,11,14,46,4
2510,2005-11-15,2005,11,15,46,4
2511,2005-11-16,2005,11,16,46,4
2512,2005-11-17,2005,11,17,46,4
2513,2005-11-18,2005,11,18,46,4
2514,2005-11-19,2005,11,19,46,4
2515,2005-11-20,2005,11,20,46,4
2516,2005-11-21,2005,11,21,47,4
2517,2005-11-22,2005,11,22,47,4
2518,2005-11-23,2005,11,23,47,4
2519,2005-11-24,2005,11,24,47,4
2520,2005-11-25,2005,11,25,47,4
2521,2005-11-26,2005,11,26,47,4
2522,2005-11-27,2005,11,27,47,4
2523,2005-11-28,2005,11,28,48,4
2524,2005-11-29,2005,11,29,48,4
2525,2005-11-30,2005,11,30,48,4
2526,2005-12-01,2005,12,1,48,4
2527,2005-12-02,2005,12,2,48,4
2528,2005-12-03,2005,12,3,48,4
2529,2005-12-04,2005,12,4,48,4
2530,2005-12-05,2005,12,5,49,4
2531,2005-12-06,2005,12,6,49,4
2532,2005-12-07,2005,12,7,49,4
2533,2005-12-08,2005,12,8,49,4
2534,2005-12-09,2005,12,9,49,4
2535,2005-12-10,2005,12,10,49,4
2536,2005-12-11,2005,12,11,49,4
2537,2005-12-12,2005,12,12,50,4
2538,2005-12-13,2005,12,13,50,4
2539,2005-12-14,2005,12,14,50,4
2540,2005-12-15,2005,12,15,50,4
2541,2005-12-16,2005,12,16,50,4
2542,2005-12-17,2005,12,17,50,4
2543,2005-12-18,2005,12,18,50,4
2544,2005-12-19,2005,12,19,51,4
2545,2005-12-20,2005,12,20,51,4
2546,2005-12-21,2005,12,21,51,4
2547,2005-12-22,2005,12,22,51,4
2548,2005-12-23,2005,12,23,51,4
2549,2005-12-24,2005,12,24,51,4
2550,2005-12-25,2005,12,25,51,4
2551,2005-12-26,2005,12,26,52,4
2552,2005-12-27,2005,12,27,52,4
2553,2005-12-28,2005,12,28,52,4
2554,2005-12-29,2005,12,29,52,4
2555,2005-12-30,2005,12,30,52,4
2556,2005-12-31,2005,12,31,52,4
2557,2006-01-01,2006,1,1,52,1
2558,2006-01-02,2006,1,2,1,1
2559,2006-01-03,2006,1,3,1,1
2560,2006-01-04,2006,1,4,1,1
2561,2006-01-05,2006,1,5,1,1
2562,2006-01-06,2006,1,6,1,1
2563,2006-01-07,2006,1,7,1,1
2564,2006-01-08,2006,1,8,1,1
2565,2006-01-09,2006,1,9,2,1
2566,2006-01-10,2006,1,10,2,1
2567,2006-01-11,2006,1,11,2,1
2568,2006-01-12,2006,1,12,2,1
2569,2006-01-13,2006,1,13,2,1
2570,2006-01-14,2006,1,14,2,1
2571,2006-01-15,2006,1,15,2,1
2572,2006-01-16,2006,1,16,3,1
2573,2006-01-17,2006,1,17,3,1
2574,2006-01-18,2006,1,18,3,1
2575,2006-01-19,2006,1,19,3,1
2576,2006-01-20,2006,1,20,3,1
2577,2006-01-21,2006,1,21,3,1
2578,2006-01-22,2006,1,22,3,1
2579,2006-01-23,2006,1,23,4,1
2580,2006-01-24,2006,1,24,4,1
2581,2006-01-25,2006,1,25,4,1
2582,2006-01-26,2006,1,26,4,1
2583,2006-01-27,2006,1,27,4,1
2584,2006-01-28,2006,1,28,4,1
2585,2006-01-29,2006,1,29,4,1
2586,2006-01-30,2006,1,30,5,1
2587,2006-01-31,2006,1,31,5,1
2588,2006-02-01,2006,2,1,5,1
2589,2006-02-02,2006,2,2,5,1
2590,2006-02-03,2006,2,3,5,1
2591,2006-02-04,2006,2,4,5,1
2592,2006-02-05,2006,2,5,5,1
2593,2006-02-06,2006,2,6,6,1
2594,2006-02-07,2006,2,7,6,1
2595,2006-02-08,2006,2,8,6,1
2596,2006-02-09,2006,2,9,6,1
2597,2006-02-10,2006,2,10,6,1
2598,2006-02-11,2006,2,11,6,1
2599,2006-02-12,2006,2,12,6,1
2600,2006-02-13,2006,2,13,7,1
2601,2006-02-14,2006,2,14,7,1
2602,2006-02-15,2006,2,15,7,1
2603,2006-02-16,2006,2,16,7,1
2604,2006-02-17,2006,2,17,7,1
2605,2006-02-18,2006,2,18,7,1
2606,2006-02-19,2006,2,19,7,1
2607,2006-02-20,2006,2,20,8,1
2608,2006-02-21,2006,2,21,8,1
2609,2006-02-22,2006,2,22,8,1
2610,2006-02-23,2006,2,23,8,1
2611,2006-02-24,2006,2,24,8,1
2612,2006-02-25,2006,2,25,8,1
2613,2006-02-26,2006,2,26,8,1
2614,2006-02-27,2006,2,27,9,1
2615,2006-02-28,2006,2,28,9,1
2616,2006-03-01,2006,3,1,9,1
2617,2006-03-02,2006,3,2,9,1
2618,2006-03-03,2006,3,3,9,1
2619,2006-03-04,2006,3,4,9,1
2620,2006-03-05,2006,3,5,9,1
2621,2006-03-06,2006,3,6,10,1
2622,2006-03-07,2006,3,7,10,1
2623,2006-03-08,2006,3,8,10,1
2624,2006-03-09,2006,3,9,10,1
2625,2006-03-10,2006,3,10,10,1
2626,2006-03-11,2006,3,11,10,1
2627,2006-03-12,2006,3,12,10,1
2628,2006-03-13,2006,3,13,11,1
2629,2006-03-14,2006,3,14,11,1
2630,2006-03-15,2006,3,15,11,1
2631,2006-03-16,2006,3,16,11,1
2632,2006-03-17,2006,3,17,11,1
2633,2006-03-18,2006,3,18,11,1
2634,2006-03-19,2006,3,19,11,1
2635,2006-03-20,2006,3,20,12,1
2636,2006-03-21,2006,3,21,12,1
2637,2006-03-22,2006,3,22,12,1
2638,2006-03-23,2006,3,23,12,1
2639,2006-03-24,2006,3,24,12,1
2640,2006-03-25,2006,3,25,12,1
2641,2006-03-26,2006,3,26,12,1
2642,2006-03-27,2006,3,27,13,1
2643,2006-03-28,2006,3,28,13,1
2644,2006-03-29,2006,3,29,13,1
2645,2006-03-30,2006,3,30,13,1
2646,2006-03-31,2006,3,31,13,1
2647,2006-04-01,2006,4,1,13,2
2648,2006-04-02,2006,4,2,13,2
2649,2006-04-03,2006,4,3,14,2
2650,2006-04-04,2006,4,4,14,2
2651,2006-04-05,2006,4,5,14,2
2652,2006-04-06,2006,4,6,14,2
2653,2006-04-07,2006,4,7,14,2
2654,2006-04-08,2006,4,8,14,2
2655,2006-04-09,2006,4,9,14,2
2656,2006-04-10,2006,4,10,15,2
2657,2006-04-11,2006,4,11,15,2
2658,2006-04-12,2006,4,12,15,2
2659,2006-04-13,2006,4,13,15,2
2660,2006-04-14,2006,4,14,15,2
2661,2006-04-15,2006,4,15,15,2
2662,2006-04-16,2006,4,16,15,2
2663,2006-04-17,2006,4,17,16,2
2664,2006-04-18,2006,4,18,16,2
2665,2006-04-19,2006,4,19,16,2
2666,2006-04-20,2006,4,20,16,2
2667,2006-04-21,2006,4,21,16,2
2668,2006-04-22,2006,4,22,16,2
2669,2006-04-23,2006,4,23,16,2
2670,2006-04-24,2006,4,24,17,2
2671,2006-04-25,2006,4,25,17,2
2672,2006-04-26,2006,4,26,17,2
2673,2006-04-27,2006,4,27,17,2
2674,2006-04-28,2006,4,28,17,2
2675,2006-04-29,2006,4,29,17,2
2676,2006-04-30,2006,4,30,17,2
2677,2006-05-01,2006,5,1,18,2
2678,2006-05-02,2006,5,2,18,2
2679,2006-05-03,2006,5,3,18,2
2680,2006-05-04,2006,5,4,18,2
2681,2006-05-05,2006,5,5,18,2
2682,2006-05-06,2006,5,6,18,2
2683,2006-05-07,2006,5,7,18,2
2684,2006-05-08,2006,5,8,19,2
2685,2006-05-09,2006,5,9,19,2
2686,2006-05-10,2006,5,10,19,2
2687,2006-05-11,2006,5,11,19,2
2688,2006-05-12,2006,5,12,19,2
2689,2006-05-13,2006,5,13,19,2
2690,2006-05-14,2006,5,14,19,2
2691,2006-05-15,2006,5,15,20,2
2692,2006-05-16,2006,5,16,20,2
2693,2006-05-17,2006,5,17,20,2
2694,2006-05-18,2006,5,18,20,2
2695,2006-05-19,2006,5,19,20,2
2696,2006-05-20,2006,5,20,20,2
2697,2006-05-21,2006,5,21,20,2
2698,2006-05-22,2006,5,22,21,2
2699,2006-05-23,2006,5,23,21,2
2700,2006-05-24,2006,5,24,21,2
2701,2006-05-25,2006,5,25,21,2
2702,2006-05-26,2006,5,26,21,2
2703,2006-05-27,2006,5,27,21,2
2704,2006-05-28,2006,5,28,21,2
2705,2006-05-29,2006,5,29,22,2
2706,2006-05-30,2006,5,30,22,2
2707,2006-05-31,2006,5,31,22,2
2708,2006-06-01,2006,6,1,22,2
2709,2006-06-02,2006,6,2,22,2
2710,2006-06-03,2006,6,3,22,2
2711,2006-06-04,2006,6,4,22,2
2712,2006-06-05,2006,6,5,23,2
2713,2006-06-06,2006,6,6,23,2
2714,2006-06-07,2006,6,7,23,2
2715,2006-06-08,2006,6,8,23,2
2716,2006-06-09,2006,6,9,23,2
2717,2006-06-10,2006,6,10,23,2
2718,2006-06-11,2006,6,11,23,2
2719,2006-06-12,2006,6,12,24,2
2720,2006-06-13,2006,6,13,24,2
2721,2006-06-14,2006,6,14,24,2
2722,2006-06-15,2006,6,15,24,2
2723,2006-06-16,2006,6,16,24,2
2724,2006-06-17,2006,6,17,24,2
2725,2006-06-18,2006,6,18,24,2
2726,2006-06-19,2006,6,19,25,2
2727,2006-06-20,2006,6,20,25,2
2728,2006-06-21,2006,6,21,25,2
2729,2006-06-22,2006,6,22,25,2
2730,2006-06-23,2006,6,23,25,2
2731,2006-06-24,2006,6,24,25,2
2732,2006-06-25,2006,6,25,25,2
2733,2006-06-26,2006,6,26,26,2
2734,2006-06-27,2006,6,27,26,2
2735,2006-06-28,2006,6,28,26,2
2736,2006-06-29,2006,6,29,26,2
2737,2006-06-30,2006,6,30,26,2
2738,2006-07-01,2006,7,1,26,3
2739,2006-07-02,2006,7,2,26,3
2740,2006-07-03,2006,7,3,27,3
2741,2006-07-04,2006,7,4,27,3
2742,2006-07-05,2006,7,5,27,3
2743,2006-07-06,2006,7,6,27,3
2744,2006-07-07,2006,7,7,27,3
2745,2006-07-08,2006,7,8,27,3
2746,2006-07-09,2006,7,9,27,3
2747,2006-07-10,2006,7,10,28,3
2748,2006-07-11,2006,7,11,28,3
2749,2006-07-12,2006,7,12,28,3
2750,2006-07-13,2006,7,13,28,3
2751,2006-07-14,2006,7,14,28,3
2752,2006-07-15,2006,7,15,28,3
2753,2006-07-16,2006,7,16,28,3
2754,2006-07-17,2006,7,17,29,3
2755,2006-07-18,2006,7,18,29,3
2756,2006-07-19,2006,7,19,29,3
2757,2006-07-20,2006,7,20,29,3
2758,2006-07-21,2006,7,21,29,3
2759,2006-07-22,2006,7,22,29,3
2760,2006-07-23,2006,7,23,29,3
2761,2006-07-24,2006,7,24,30,3
2762,2006-07-25,2006,7,25,30,3
2763,2006-07-26,2006,7,26,30,3
2764,2006-07-27,2006,7,27,30,3
2765,2006-07-28,2006,7,28,30,3
2766,2006-07-29,2006,7,29,30,3
2767,2006-07-30,2006,7,30,30,3
2768,2006-07-31,2006,7,31,31,3
2769,2006-08-01,2006,8,1,31,3
2770,2006-08-02,2006,8,2,31,3
2771,2006-08-03,2006,8,3,31,3
2772,2006-08-04,2006,8,4,31,3
2773,2006-08-05,2006,8,5,31,3
2774,2006-08-06,2006,8,6,31,3
2775,2006-08-07,2006,8,7,32,3
2776,2006-08-08,2006,8,8,32,3
2777,2006-08-09,2006,8,9,32,3
2778,2006-08-10,2006,8,10,32,3
2779,2006-08-11,2006,8,11,32,3
2780,2006-08-12,2006,8,12,32,3
2781,2006-08-13,2006,8,13,32,3
2782,2006-08-14,2006,8,14,33,3
2783,2006-08-15,2006,8,15,33,3
2784,2006-08-16,2006,8,16,33,3
2785,2006-08-17,2006,8,17,33,3
2786,2006-08-18,2006,8,18,33,3
2787,2006-08-19,2006,8,19,33,3
2788,2006-08-20,2006,8,20,33,3
2789,2006-08-21,2006,8,21,34,3
2790,2006-08-22,2006,8,22,34,3
2791,2006-08-23,2006,8,23,34,3
2792,2006-08-24,2006,8,24,34,3
2793,2006-08-25,2006,8,25,34,3
2794,2006-08-26,2006,8,26,34,3
2795,2006-08-27,2006,8,27,34,3
2796,2006-08-28,2006,8,28,35,3
2797,2006-08-29,2006,8,29,35,3
2798,2006-08-30,2006,8,30,35,3
2799,2006-08-31,2006,8,31,35,3
2800,2006-09-01,2006,9,1,35,3
2801,2006-09-02,2006,9,2,35,3
2802,2006-09-03,2006,9,3,35,3
2803,2006-09-04,2006,9,4,36,3
2804,2006-09-05,2006,9,5,36,3
2805,2006-09-06,2006,9,6,36,3
2806,2006-09-07,2006,9,7,36,3
2807,2006-09-08,2006,9,8,36,3
2808,2006-09-09,2006,9,9,36,3
2809,2006-09-10,2006,9,10,36,3
2810,2006-09-11,2006,9,11,37,3
2811,2006-09-12,2006,9,12,37,3
2812,2006-09-13,2006,9,13,37,3
2813,2006-09-14,2006,9,14,37,3
2814,2006-09-15,2006,9,15,37,3
2815,2006-09-16,2006,9,16,37,3
2816,2006-09-17,2006,9,17,37,3
2817,2006-09-18,2006,9,18,38,3
2818,2006-09-19,2006,9,19,38,3
2819,2006-09-20,2006,9,20,38,3
2820,2006-09-21,2006,9,21,38,3
2821,2006-09-22,2006,9,22,38,3
2822,2006-09-23,2006,9,23,38,3
2823,2006-09-24,2006,9,24,38,3
2824,2006-09-25,2006,9,25,39,3
2825,2006-09-26,2006,9,26,39,3
2826,2006-09-27,2006,9,27,39,3
2827,2006-09-28,2006,9,28,39,3
2828,2006-09-29,2006,9,29,39,3
2829,2006-09-30,2006,9,30,39,3
2830,2006-10-01,2006,10,1,39,4
2831,2006-10-02,2006,10,2,40,4
2832,2006-10-03,2006,10,3,40,4
2833,2006-10-04,2006,10,4,40,4
2834,2006-10-05,2006,10,5,40,4
2835,2006-10-06,2006,10,6,40,4
2836,2006-10-07,2006,10,7,40,4
2837,2006-10-08,2006,10,8,40,4
2838,2006-10-09,2006,10,9,41,4
2839,2006-10-10,2006,10,10,41,4
2840,2006-10-11,2006,10,11,41,4
2841,2006-10-12,2006,10,12,41,4
2842,2006-10-13,2006,10,13,41,4
2843,2006-10-14,2006,10,14,41,4
2844,2006-10-15,2006,10,15,41,4
2845,2006-10-16,2006,10,16,42,4
2846,2006-10-17,2006,10,17,42,4
2847,2006-10-18,2006,10,18,42,4
2848,2006-10-19,2006,10,19,42,4
2849,2006-10-20,2006,10,20,42,4
2850,2006-10-21,2006,10,21,42,4
2851,2006-10-22,2006,10,22,42,4
2852,2006-10-23,2006,10,23,43,4
2853,2006-10-24,2006,10,24,43,4
2854,2006-10-25,2006,10,25,43,4
2855,2006-10-26,2006,10,26,43,4
2856,2006-10-27,2006,10,27,43,4
2857,2006-10-28,2006,10,28,43,4
2858,2006-10-29,2006,10,29,43,4
2859,2006-10-30,2006,10,30,44,4
2860,2006-10-31,2006,10,31,44,4
2861,2006-11-01,2006,11,1,44,4
2862,2006-11-02,2006,11,2,44,4
2863,2006-11-03,2006,11,3,44,4
2864,2006-11-04,2006,11,4,44,4
2865,2006-11-05,2006,11,5,44,4
2866,2006-11-06,2006,11,6,45,4
2867,2006-11-07,2006,11,7,45,4
2868,2006-11-08,2006,11,8,45,4
2869,2006-11-09,2006,11,9,45,4
2870,2006-11-10,2006,11,10,45,4
2871,2006-11-11,2006,11,11,45,4
2872,2006-11-12,2006,11,12,45,4
2873,2006-11-13,2006,11,13,46,4
2874,2006-11-14,2006,11,14,46,4
2875,2006-11-15,2006,11,15,46,4
2876,2006-11-16,2006,11,16,46,4
2877,2006-11-17,2006,11,17,46,4
2878,2006-11-18,2006,11,18,46,4
2879,2006-11-19,2006,11,19,46,4
2880,2006-11-20,2006,11,20,47,4
2881,2006-11-21,2006,11,21,47,4
2882,2006-11-22,2006,11,22,47,4
2883,2006-11-23,2006,11,23,47,4
2884,2006-11-24,2006,11,24,47,4
2885,2006-11-25,2006,11,25,47,4
2886,2006-11-26,2006,11,26,47,4
2887,2006-11-27,2006,11,27,48,4
2888,2006-11-28,2006,11,28,48,4
2889,2006-11-29,2006,11,29,48,4
2890,2006-11-30,2006,11,30,48,4
2891,2006-12-01,2006,12,1,48,4
2892,2006-12-02,2006,12,2,48,4
2893,2006-12-03,2006,12,3,48,4
2894,2006-12-04,2006,12,4,49,4
2895,2006-12-05,2006,12,5,49,4
2896,2006-12-06,2006,12,6,49,4
2897,2006-12-07,2006,12,7,49,4
2898,2006-12-08,2006,12,8,49,4
2899,2006-12-09,2006,12,9,49,4
2900,2006-12-10,2006,12,10,49,4
2901,2006-12-11,2006,12,11,50,4
2902,2006-12-12,2006,12,12,50,4
2903,2006-12-13,2006,12,13,50,4
2904,2006-12-14,2006,12,14,50,4
2905,2006-12-15,2006,12,15,50,4
2906,2006-12-16,2006,12,16,50,4
2907,2006-12-17,2006,12,17,50,4
2908,2006-12-18,2006,12,18,51,4
2909,2006-12-19,2006,12,19,51,4
2910,2006-12-20,2006,12,20,51,4
2911,2006-12-21,2006,12,21,51,4
2912,2006-12-22,2006,12,22,51,4
2913,2006-12-23,2006,12,23,51,4
2914,2006-12-24,2006,12,24,51,4
2915,2006-12-25,2006,12,25,52,4
2916,2006-12-26,2006,12,26,52,4
2917,2006-12-27,2006,12,27,52,4
2918,2006-12-28,2006,12,28,52,4
2919,2006-12-29,2006,12,29,52,4
2920,2006-12-30,2006,12,30,52,4
2921,2006-12-31,2006,12,31,52,4
2922,2007-01-01,2007,1,1,1,1
2923,2007-01-02,2007,1,2,1,1
2924,2007-01-03,2007,1,3,1,1
2925,2007-01-04,2007,1,4,1,1
2926,2007-01-05,2007,1,5,1,1
2927,2007-01-06,2007,1,6,1,1
2928,2007-01-07,2007,1,7,1,1
2929,2007-01-08,2007,1,8,2,1
2930,2007-01-09,2007,1,9,2,1
2931,2007-01-10,2007,1,10,2,1
2932,2007-01-11,2007,1,11,2,1
2933,2007-01-12,2007,1,12,2,1
2934,2007-01-13,2007,1,13,2,1
2935,2007-01-14,2007,1,14,2,1
2936,2007-01-15,2007,1,15,3,1
2937,2007-01-16,2007,1,16,3,1
2938,2007-01-17,2007,1,17,3,1
2939,2007-01-18,2007,1,18,3,1
2940,2007-01-19,2007,1,19,3,1
2941,2007-01-20,2007,1,20,3,1
2942,2007-01-21,2007,1,21,3,1
2943,2007-01-22,2007,1,22,4,1
2944,2007-01-23,2007,1,23,4,1
2945,2007-01-24,2007,1,24,4,1
2946,2007-01-25,2007,1,25,4,1
2947,2007-01-26,2007,1,26,4,1
2948,2007-01-27,2007,1,27,4,1
2949,2007-01-28,2007,1,28,4,1
2950,2007-01-29,2007,1,29,5,1
2951,2007-01-30,2007,1,30,5,1
2952,2007-01-31,2007,1,31,5,1
2953,2007-02-01,2007,2,1,5,1
2954,2007-02-02,2007,2,2,5,1
2955,2007-02-03,2007,2,3,5,1
2956,2007-02-04,2007,2,4,5,1
2957,2007-02-05,2007,2,5,6,1
2958,2007-02-06,2007,2,6,6,1
2959,2007-02-07,2007,2,7,6,1
2960,2007-02-08,2007,2,8,6,1
2961,2007-02-09,2007,2,9,6,1
2962,2007-02-10,2007,2,10,6,1
2963,2007-02-11,2007,2,11,6,1
2964,2007-02-12,2007,2,12,7,1
2965,2007-02-13,2007,2,13,7,1
2966,2007-02-14,2007,2,14,7,1
2967,2007-02-15,2007,2,15,7,1
2968,2007-02-16,2007,2,16,7,1
2969,2007-02-17,2007,2,17,7,1
2970,2007-02-18,2007,2,18,7,1
2971,2007-02-19,2007,2,19,8,1
2972,2007-02-20,2007,2,20,8,1
2973,2007-02-21,2007,2,21,8,1
2974,2007-02-22,2007,2,22,8,1
2975,2007-02-23,2007,2,23,8,1
2976,2007-02-24,2007,2,24,8,1
2977,2007-02-25,2007,2,25,8,1
2978,2007-02-26,2007,2,26,9,1
2979,2007-02-27,2007,2,27,9,1
2980,2007-02-28,2007,2,28,9,1
2981,2007-03-01,2007,3,1,9,1
2982,2007-03-02,2007,3,2,9,1
2983,2007-03-03,2007,3,3,9,1
2984,2007-03-04,2007,3,4,9,1
2985,2007-03-05,2007,3,5,10,1
2986,2007-03-06,2007,3,6,10,1
2987,2007-03-07,2007,3,7,10,1
2988,2007-03-08,2007,3,8,10,1
2989,2007-03-09,2007,3,9,10,1
2990,2007-03-10,2007,3,10,10,1
2991,2007-03-11,2007,3,11,10,1
2992,2007-03-12,2007,3,12,11,1
2993,2007-03-13,2007,3,13,11,1
2994,2007-03-14,2007,3,14,11,1
2995,2007-03-15,2007,3,15,11,1
2996,2007-03-16,2007,3,16,11,1
2997,2007-03-17,2007,3,17,11,1
2998,2007-03-18,2007,3,18,11,1
2999,2007-03-19,2007,3,19,12,1
3000,2007-03-20,2007,3,20,12,1
3001,2007-03-21,2007,3,21,12,1
3002,2007-03-22,2007,3,22,12,1
3003,2007-03-23,2007,3,23,12,1
3004,2007-03-24,2007,3,24,12,1
3005,2007-03-25,2007,3,25,12,1
3006,2007-03-26,2007,3,26,13,1
3007,2007-03-27,2007,3,27,13,1
3008,2007-03-28,2007,3,28,13,1
3009,2007-03-29,2007,3,29,13,1
3010,2007-03-30,2007,3,30,13,1
3011,2007-03-31,2007,3,31,13,1
3012,2007-04-01,2007,4,1,13,2
3013,2007-04-02,2007,4,2,14,2
3014,2007-04-03,2007,4,3,14,2
3015,2007-04-04,2007,4,4,14,2
3016,2007-04-05,2007,4,5,14,2
3017,2007-04-06,2007,4,6,14,2
3018,2007-04-07,2007,4,7,14,2
3019,2007-04-08,2007,4,8,14,2
3020,2007-04-09,2007,4,9,15,2
3021,2007-04-10,2007,4,10,15,2
3022,2007-04-11,2007,4,11,15,2
3023,2007-04-12,2007,4,12,15,2
3024,2007-04-13,2007,4,13,15,2
3025,2007-04-14,2007,4,14,15,2
3026,2007-04-15,2007,4,15,15,2
3027,2007-04-16,2007,4,16,16,2
3028,2007-04-17,2007,4,17,16,2
3029,2007-04-18,2007,4,18,16,2
3030,2007-04-19,2007,4,19,16,2
3031,2007-04-20,2007,4,20,16,2
3032,2007-04-21,2007,4,21,16,2
3033,2007-04-22,2007,4,22,16,2
3034,2007-04-23,2007,4,23,17,2
3035,2007-04-24,2007,4,24,17,2
3036,2007-04-25,2007,4,25,17,2
3037,2007-04-26,2007,4,26,17,2
3038,2007-04-27,2007,4,27,17,2
3039,2007-04-28,2007,4,28,17,2
3040,2007-04-29,2007,4,29,17,2
3041,2007-04-30,2007,4,30,18,2
3042,2007-05-01,2007,5,1,18,2
3043,2007-05-02,2007,5,2,18,2
3044,2007-05-03,2007,5,3,18,2
3045,2007-05-04,2007,5,4,18,2
3046,2007-05-05,2007,5,5,18,2
3047,2007-05-06,2007,5,6,18,2
3048,2007-05-07,2007,5,7,19,2
3049,2007-05-08,2007,5,8,19,2
3050,2007-05-09,2007,5,9,19,2
3051,2007-05-10,2007,5,10,19,2
3052,2007-05-11,2007,5,11,19,2
3053,2007-05-12,2007,5,12,19,2
3054,2007-05-13,2007,5,13,19,2
3055,2007-05-14,2007,5,14,20,2
3056,2007-05-15,2007,5,15,20,2
3057,2007-05-16,2007,5,16,20,2
3058,2007-05-17,2007,5,17,20,2
3059,2007-05-18,2007,5,18,20,2
3060,2007-05-19,2007,5,19,20,2
3061,2007-05-20,2007,5,20,20,2
3062,2007-05-21,2007,5,21,21,2
3063,2007-05-22,2007,5,22,21,2
3064,2007-05-23,2007,5,23,21,2
3065,2007-05-24,2007,5,24,21,2
3066,2007-05-25,2007,5,25,21,2
3067,2007-05-26,2007,5,26,21,2
3068,2007-05-27,2007,5,27,21,2
3069,2007-05-28,2007,5,28,22,2
3070,2007-05-29,2007,5,29,22,2
3071,2007-05-30,2007,5,30,22,2
